Step,Training Loss
1873,1.628400
1874,1.422600
1875,2.323700
1876,1.663600
1877,1.908500
1878,2.323800
1879,1.899900
1880,2.389400
1881,2.090800
1882,1.831700
1883,1.870100
1884,1.802600
1885,1.869200
1886,1.875700
1887,2.214600
1888,2.067100
1889,2.006000
1890,1.811200
1891,2.307200
1892,1.713100
1893,1.568700
1894,1.875500
1895,1.649000
1896,2.034500
1897,1.850000
1898,1.959800
1899,1.886100
1900,1.909700
1901,1.831600
1902,1.837800
1903,1.828100
1904,2.329200
1905,1.435400
1906,1.802500
1907,1.558400
1908,1.790400
1909,2.000100
1910,1.573700
1911,1.909200
1912,2.064800
1913,1.997700
1914,2.009500
1915,1.755900
1916,1.904100
1917,1.806000
1918,1.841000
1919,1.859200
1920,1.912300
1921,2.084600
1922,1.296100
1923,1.961000
1924,2.096400
1925,2.299100
1926,1.573100
1927,2.193700
1928,1.902500
1929,2.252600
1930,1.980400
1931,1.897800
1932,1.959900
1933,1.976900
1934,2.111400
1935,1.904700
1936,1.800000
1937,1.784000
1938,2.040400
1939,1.887800
1940,1.955800
1941,1.797400
1942,1.912500
1943,1.822500
1944,1.641400
1945,1.637700
1946,1.888400
1947,2.004500
1948,1.384900
1949,1.973500
1950,1.902900
1951,1.903700
1952,1.651100
1953,2.203100
1954,2.023300
1955,1.864300
1956,1.904200
1957,1.804300
1958,0.506600
1959,2.171700
1960,1.478200
1961,1.728800
1962,1.882700
1963,1.573900
1964,1.773400
1965,1.844400
1966,1.841000
1967,2.003700
1968,1.502200
1969,2.181000
1970,2.087200
1971,1.840800
1972,1.736900
1973,1.929400
1974,2.002500
1975,1.964400
1976,1.684400
1977,2.035100
1978,1.456500
1979,1.983000
1980,1.854800
1981,1.846000
1982,1.106100
1983,1.937300
1984,1.968100
1985,1.877700
1986,1.932400
1987,1.830200
1988,1.480300
1989,1.653000
1990,1.773900
1991,1.607500
1992,1.740300
1993,2.028400
1994,1.869200
1995,2.046000
1996,1.869600
1997,1.841200
1998,1.905200
1999,1.832500
2000,2.219300
2001,1.672000
2002,1.502000
2003,2.009500
2004,1.854300
2005,2.019000
2006,2.000300
2007,1.920700
2008,1.707600
2009,1.958300
2010,2.023600
2011,1.813700
2012,1.957600
2013,2.059700
2014,1.831100
2015,1.772700
2016,2.100100
2017,2.356000
2018,1.953900
2019,1.606700
2020,1.827300
2021,1.861100
2022,2.497500
2023,2.118100
2024,1.842200
2025,2.163800
2026,1.680400
2027,1.386200
2028,1.692800
2029,1.129200
2030,1.869300
2031,2.203000
2032,2.122700
2033,2.230100
2034,1.895200
2035,1.952900
2036,1.859300
2037,2.023100
2038,1.786700
2039,2.333600
2040,1.860000
2041,2.129700
2042,1.840800
2043,1.913300
2044,2.179800
2045,1.910800
2046,1.899900
2047,1.950100
2048,1.700000
2049,2.070700
2050,2.030500
2051,2.160600
2052,2.066000
2053,1.814400
2054,1.917400
2055,2.221000
2056,0.907400
2057,2.176500
2058,1.476700
2059,1.856700
2060,2.079200
2061,1.685000
2062,1.609500
2063,1.849900
2064,1.976600
2065,1.774500
2066,2.155900
2067,1.314100
2068,1.819600
2069,1.509900
2070,2.016900
2071,1.748300
2072,2.058300
2073,1.683700
2074,2.432900
2075,1.688200
2076,2.106000
2077,1.886000
2078,1.954600
2079,2.341700
2080,1.908900
2081,2.082100
2082,2.019300
2083,2.007200
2084,2.130700
2085,2.062100
2086,1.763100
2087,2.172100
2088,1.721800
2089,1.715500
2090,1.951200
2091,2.080100
2092,2.129100
2093,1.652000
2094,2.184900
2095,1.830600
2096,2.233800
2097,2.212600
2098,1.878300
2099,1.921000
2100,2.027600
2101,2.119600
2102,1.876400
2103,1.706900
2104,1.824100
2105,2.009700
2106,1.291000
2107,2.049100
2108,1.872900
2109,2.291600
2110,2.111900
2111,1.901100
2112,1.669800
2113,1.800400
2114,2.318900
2115,2.227900
2116,2.075300
2117,1.520000
2118,1.617100
2119,2.536900
2120,1.843900
2121,1.695100
2122,2.284600
2123,1.667900
2124,2.406400
2125,1.668200
2126,2.190500
2127,2.144900
2128,2.128000
2129,1.453300
2130,1.989700
2131,1.735300
2132,1.862800
2133,1.888600
2134,1.957700
2135,1.781100
2136,1.458400
2137,1.994100
2138,2.088000
2139,1.597700
2140,1.570400
2141,2.146000
2142,2.113000
2143,1.990400
2144,2.093500
2145,1.515600
2146,1.964300
2147,2.067500
2148,1.982900
2149,2.233200
2150,1.807300
2151,2.215000
2152,1.674500
2153,1.873500
2154,1.585400
2155,1.628600
2156,1.979200
2157,2.005100
2158,1.880100
2159,1.889700
2160,1.805100
2161,1.700900
2162,2.259600
2163,1.904700
2164,1.648700
2165,1.705100
2166,1.948200
2167,1.924000
2168,1.803200
2169,1.903200
2170,1.643700
2171,2.300300
2172,2.114600
2173,2.136000
2174,2.034200
2175,2.079300
2176,1.947000
2177,2.035600
2178,1.763700
2179,1.684300
2180,1.676100
2181,1.908700
2182,1.887100
2183,1.975100
2184,2.300300
2185,1.876600
2186,2.030500
2187,2.212300
2188,1.843400
2189,1.941300
2190,1.934100
2191,2.184700
2192,1.657200
2193,2.113000
2194,1.793900
2195,2.180200
2196,1.922500
2197,1.760200
2198,2.099700
2199,2.043200
2200,2.166600
2201,1.839000
2202,1.598100
2203,2.047900
2204,1.909300
2205,1.551400
2206,2.104200
2207,1.841400
2208,1.798800
2209,1.839900
2210,1.688200
2211,1.755200
2212,2.066200
2213,2.337900
2214,1.969600
2215,2.339900
2216,1.489100
2217,2.307700
2218,1.892500
2219,1.731500
2220,1.797600
2221,2.006800
2222,2.014600
2223,1.976200
2224,1.970700
2225,1.713500
2226,1.614700
2227,2.091300
2228,2.190600
2229,2.079800
2230,1.740000
2231,1.737200
2232,1.837600
2233,2.351800
2234,1.790900
2235,1.717400
2236,1.941900
2237,2.098700
2238,1.806600
2239,2.025700
2240,1.729900
2241,2.063600
2242,1.893300
2243,1.800300
2244,1.930900
2245,2.015000
2246,1.742200
2247,1.779100
2248,1.704900
2249,1.960500
2250,1.908400
2251,1.923200
2252,1.759700
2253,1.885600
2254,2.033200
2255,2.072500
2256,1.780500
2257,1.989500
2258,1.598000
2259,1.696500
2260,1.989100
2261,1.895400
2262,1.902900
2263,1.673700
2264,1.497300
2265,1.740700
2266,2.107200
2267,1.841400
2268,2.086100
2269,2.121500
2270,1.693300
2271,1.982500
2272,1.999600
2273,1.887500
2274,1.837300
2275,1.978300
2276,1.941500
2277,2.186200
2278,2.159800
2279,1.985300
2280,1.877400
2281,1.855300
2282,2.283100
2283,1.930600
2284,2.088900
2285,1.906800
2286,1.740500
2287,1.809000
2288,1.913700
2289,1.820600
2290,1.658700
2291,1.901800
2292,2.041400
2293,1.967300
2294,2.253600
2295,1.644000
2296,2.178900
2297,1.706500
2298,1.876500
2299,1.985800
2300,1.514700
2301,2.060900
2302,1.728500
2303,1.890700
2304,2.195400
2305,1.785400
2306,1.746100
2307,1.902800
2308,1.648900
2309,1.930200
2310,1.847100
2311,2.261500
2312,1.636100
2313,2.185500
2314,1.827600
2315,2.071400
2316,2.004500
2317,2.101800
2318,1.725100
2319,1.862900
2320,1.602900
2321,1.853200
2322,2.182800
2323,1.887800
2324,1.913900
2325,1.630400
2326,1.816100
2327,1.720900
2328,1.505700
2329,1.260900
2330,2.276400
2331,1.926500
2332,1.617600
2333,1.770000
2334,1.887800
2335,2.224100
2336,1.004800
2337,2.074400
2338,1.564100
2339,1.847400
2340,1.658200
2341,2.086600
2342,1.922800
2343,1.939900
2344,2.213800
2345,1.604200
2346,1.403900
2347,1.662500
2348,2.192200
2349,2.161900
2350,2.099400
2351,1.788200
2352,2.603400
2353,1.984900
2354,2.137300
2355,2.017800
2356,2.126800
2357,1.817200
2358,1.873200
2359,2.352000
2360,1.977200
2361,1.835100
2362,2.175300
2363,1.836100
2364,2.006600
2365,1.882400
2366,1.574100
2367,2.503500
2368,1.926700
2369,2.012700
2370,1.669900
2371,1.800700
2372,2.063800
2373,2.201200
2374,1.526000
2375,1.903200
2376,1.623200
2377,2.139200
2378,1.495400
2379,1.792700
2380,2.239800
2381,2.192600
2382,1.765800
2383,1.913800
2384,2.038400
2385,2.269700
2386,1.881000
2387,1.834800
2388,2.182100
2389,2.092800
2390,1.724900
2391,2.128700
2392,2.088100
2393,1.838500
2394,1.918400
2395,2.178200
2396,2.111100
2397,1.979500
2398,2.078500
2399,1.864800
2400,1.663100
2401,1.843500
2402,1.904500
2403,1.776700
2404,2.147400
2405,2.290600
2406,1.903600
2407,1.890800
2408,1.870000
2409,1.788800
2410,1.819900
2411,1.789200
2412,2.073200
2413,1.573300
2414,1.936300
2415,1.829300
2416,2.252100
2417,1.584200
2418,1.895800
2419,1.700700
2420,2.195000
2421,2.122000
2422,1.876900
2423,2.073900
2424,2.063700
2425,2.308500
2426,2.048400
2427,2.113300
2428,1.924400
2429,1.973400
2430,2.353300
2431,1.451300
2432,1.829800
2433,2.180200
2434,1.558900
2435,1.951700
2436,1.683400
2437,2.299400
2438,1.550400
2439,2.218900
2440,1.793700
2441,1.824600
2442,1.548800
2443,1.727400
2444,2.102700
2445,1.987200
2446,2.152000
2447,2.006300
2448,2.009000
2449,2.149100
2450,1.743300
2451,1.916200
2452,2.053200
2453,2.197300
2454,1.378300
2455,1.654300
2456,1.951300
2457,2.218800
2458,2.086500
2459,1.563300
2460,1.718200
2461,2.016800
2462,2.055100
2463,1.917000
2464,2.195000
2465,1.958900
2466,2.167500
2467,2.048100
2468,1.770500
2469,0.663400
2470,2.335800
2471,1.609300
2472,1.919200
2473,1.982200
2474,2.023400
2475,1.849000
2476,1.668100
2477,2.140600
2478,1.852800
2479,1.891500
2480,1.882600
2481,1.904000
2482,1.808100
2483,1.525000
2484,1.957700
2485,1.832000
2486,1.855200
2487,1.907300
2488,1.479100
2489,1.758200
2490,1.618600
2491,1.621700
2492,1.776100
2493,1.840500
2494,2.253200
2495,1.588300
2496,2.068300
2497,2.063500
2498,1.423400
2499,1.811400
2500,1.811100
